1843            : 1 : [p11:s0], 
fields          : 2 : [p262:s0], [p270:s2], 
fiercely        : 1 : [p472:s3], 
fiery           : 1 : [p468:s1], 
fifteen         : 3 : [p86:s0], [p421:s2], [p421:s2], 
fifty           : 5 : [p109:s7], [p180:s0], [p315:s0], [p494:s4], [p747:s2], 
figs            : 1 : [p403:s4], 
figure          : 4 : [p243:s1], [p387:s2], [p533:s1], [p678:s2], 
figurehead      : 1 : [p474:s1], 
figurelike      : 1 : [p242:s0], 
figures         : 2 : [p134:s3], [p475:s1], 
filberts        : 1 : [p402:s4], 
files           : 1 : [p573:s1], 
fill            : 1 : [p772:s3], 
filled          : 4 : [p217:s0], [p272:s3], [p521:s2], [p534:s0], 
filth           : 1 : [p572:s2], 
find            : 12 : [p81:s0], [p155:s0], [p192:s2], [p422:s1], [p453:s0], [p476:s1], [p494:s1], [p499:s0], [p501:s0], [p603:s3], [p633:s1], [p636:s0], 
finding         : 5 : [p63:s3], [p180:s0], [p259:s2], [p361:s5], [p379:s2], 
finds           : 1 : [p494:s3], 
fine            : 4 : [p523:s1], [p603:s4], [p716:s0], [p718:s7], 
fined           : 1 : [p109:s7], 
finger          : 8 : [p497:s14], [p560:s1], [p611:s2], [p616:s0], [p677:s0], [p686:s0], [p690:s0], [p692:s0], 
finish          : 1 : [p427:s0], 
finishes        : 1 : [p492:s1], 
fire            : 30 : [p49:s3], [p54:s1], [p54:s1], [p69:s1], [p109:s3], [p132:s2], [p133:s1], [p134:s0], [p276:s2], [p277:s0], [p314:s3], [p360:s1], [p400:s1], [p401:s1], [p422:s2], [p428:s3], [p438:s0], [p444:s0], [p444:s1], [p445:s0], [p464:s2], [p466:s1], [p471:s1], [p474:s0], [p489:s1], [p501:s1], [p577:s1], [p623:s0], [p636:s1], [p656:s0], 
fireguard       : 1 : [p132:s5], 
fireirons       : 1 : [p497:s8], 
fireplace       : 3 : [p134:s2], [p155:s1], [p709:s1], 
fires           : 3 : [p466:s0], [p467:s0], [p770:s4], 
fireside        : 1 : [p362:s0], 
firm            : 2 : [p48:s2], [p442:s8], 
first           : 33 : [p16:s0], [p31:s0], [p55:s3], [p72:s1], [p99:s1], [p110:s3], [p128:s0], [p134:s4], [p209:s1], [p220:s3], [p222:s0], [p227:s3], [p229:s1], [p279:s4], [p292:s7], [p376:s0], [p381:s3], [p463:s1], [p466:s2], [p497:s3], [p551:s0], [p558:s0], [p564:s1], [p569:s0], [p575:s0], [p575:s1], [p587:s3], [p588:s0], [p592:s0], [p630:s1], [p666:s1], [p694:s0], [p761:s2], 
fish            : 2 : [p402:s5], [p402:s5], 
fishbaskets     : 1 : [p132:s5], 
fit             : 2 : [p381:s0], [p455:s2], 
five            : 7 : [p109:s7], [p312:s1], [p381:s1], [p463:s4], [p700:s0], [p728:s3], [p760:s2], 
fiveandsixpence : 1 : [p464:s1], 
fixed           : 2 : [p163:s0], [p540:s1], 
fixedly         : 1 : [p126:s0], 
flame           : 1 : [p140:s1], 
flannel         : 1 : [p607:s1], 
flaring         : 2 : [p53:s2], [p109:s0], 
flashed         : 1 : [p240:s1], 
flat            : 1 : [p443:s6], 
flaunting       : 1 : [p578:s0], 
flavour         : 2 : [p406:s0], [p440:s2], 
fled            : 1 : [p113:s0], 
flesh           : 1 : [p518:s0], 
flew            : 2 : [p138:s0], [p229:s1], 
flickering      : 1 : [p466:s1], 
flight          : 1 : [p130:s0], 
flint           : 1 : [p49:s3], 
floated         : 2 : [p215:s1], [p467:s2], 
floating        : 1 : [p264:s2], 
flocking        : 1 : [p404:s0], 
flood           : 1 : [p374:s0], 
floor           : 6 : [p180:s0], [p314:s3], [p383:s5], [p438:s0], [p573:s1], [p578:s0], 
floors          : 1 : [p138:s0], 
flour           : 1 : [p443:s4], 
flowers         : 1 : [p242:s5], 
flowery         : 1 : [p199:s2], 
fluctuated      : 1 : [p243:s1], 
flung           : 1 : [p195:s0], 
flushed         : 1 : [p361:s0], 
fluttered       : 1 : [p704:s0], 
flutterings     : 1 : [p497:s13], 
fog             : 6 : [p53:s3], [p57:s0], [p109:s0], [p113:s0], [p123:s5], [p713:s1], 
foggier         : 1 : [p110:s0], 
foggy           : 2 : [p53:s1], [p227:s2], 
folded          : 1 : [p145:s1], 
folding         : 1 : [p705:s0], 
foldings        : 1 : [p519:s0], 
folds           : 2 : [p387:s3], [p538:s0], 
folks           : 1 : [p322:s0], 
follow          : 2 : [p352:s2], [p539:s0], 
followed        : 5 : [p61:s1], [p216:s0], [p493:s0], [p544:s1], [p574:s1], 
followers       : 1 : [p315:s4], 
following       : 1 : [p686:s0], 
fond            : 1 : [p603:s1], 
fondly          : 1 : [p362:s0], 
fool            : 1 : [p605:s1], 
fools           : 1 : [p63:s0], 
foot            : 2 : [p517:s1], [p608:s1], 
footstool       : 2 : [p498:s0], [p757:s1], 
for             : 197 : [p44:s3], [p45:s3], [p46:s3], [p47:s3], [p54:s2], [p54:s2], [p63:s3], [p63:s3], [p63:s3], [p69:s1], [p77:s1], [p85:s1], [p91:s0], [p92:s1], [p100:s2], [p107:s1], [p109:s7], [p117:s1], [p119:s0], [p121:s0], [p122:s1], [p123:s3], [p130:s1], [p131:s0], [p136:s1], [p143:s3], [p150:s2], [p162:s1], [p163:s0], [p163:s2], [p164:s1], [p164:s1], [p168:s1], [p191:s0], [p192:s1], [p192:s2], [p192:s3], [p211:s2], [p215:s0], [p215:s1], [p217:s4], [p217:s4], [p223:s2], [p242:s6], [p243:s1], [p255:s1], [p259:s0], [p262:s3], [p269:s0], [p272:s3], [p275:s1], [p275:s3], [p279:s4], [p281:s7], [p282:s0], [p287:s2], [p292:s2], [p292:s3], [p302:s0], [p314:s3], [p315:s12], [p316:s6], [p319:s0], [p334:s1], [p352:s2], [p352:s4], [p360:s2], [p360:s6], [p360:s6], [p360:s8], [p361:s2], [p379:s1], [p379:s3], [p380:s0], [p380:s0], [p380:s1], [p380:s1], [p381:s0], [p381:s0], [p381:s3], [p383:s4], [p392:s0], [p395:s0], [p400:s1], [p402:s0], [p403:s4], [p403:s4], [p404:s2], [p404:s3], [p404:s4], [p421:s0], [p422:s1], [p422:s2], [p426:s2], [p430:s1], [p433:s1], [p439:s2], [p439:s2], [p440:s3], [p443:s5], [p458:s4], [p462:s0], [p462:s1], [p463:s2], [p463:s4], [p464:s1], [p464:s3], [p466:s1], [p468:s0], [p468:s1], [p475:s2], [p475:s2], [p482:s0], [p488:s2], [p491:s0], [p494:s2], [p496:s1], [p496:s3], [p497:s1], [p497:s14], [p498:s3], [p498:s3], [p518:s0], [p525:s4], [p525:s8], [p527:s1], [p529:s0], [p532:s1], [p533:s1], [p534:s1], [p538:s0], [p540:s0], [p545:s0], [p555:s0], [p558:s0], [p558:s2], [p559:s1], [p566:s0], [p569:s1], [p569:s3], [p569:s4], [p570:s0], [p570:s0], [p570:s1], [p577:s1], [p583:s3], [p587:s3], [p588:s3], [p589:s0], [p591:s3], [p593:s0], [p599:s0], [p603:s1], [p603:s5], [p605:s2], [p605:s2], [p609:s0], [p610:s1], [p612:s0], [p614:s0], [p620:s0], [p621:s0], [p623:s0], [p634:s2], [p635:s0], [p643:s1], [p650:s1], [p656:s3], [p656:s4], [p656:s5], [p660:s3], [p660:s6], [p660:s6], [p660:s6], [p664:s0], [p666:s0], [p673:s1], [p673:s1], [p674:s0], [p693:s3], [p694:s0], [p695:s0], [p703:s4], [p710:s0], [p710:s0], [p713:s1], [p731:s0], [p735:s0], [p735:s0], [p736:s0], [p755:s1], [p757:s1], [p769:s1], [p770:s2], [p772:s3], [p772:s3], [p772:s4], 
forbear         : 1 : [p455:s0], 
forbearance     : 1 : [p194:s3], 
forbid          : 1 : [p297:s3], 
force           : 2 : [p252:s2], [p374:s0], 
forced          : 1 : [p359:s0], 
forehead        : 2 : [p125:s2], [p496:s1], 
foreign         : 3 : [p278:s1], [p282:s0], [p510:s1], 
foremost        : 1 : [p613:s1], 
foreshadow      : 1 : [p684:s0], 
foretold        : 1 : [p244:s0], 
forfeits        : 3 : [p316:s0], [p497:s1], [p498:s1], 
forged          : 1 : [p177:s0], 
forget          : 2 : [p666:s1], [p668:s0], 
forgetting      : 2 : [p439:s2], [p498:s3], 
forgive         : 2 : [p418:s0], [p517:s0], 
forgiveness     : 1 : [p630:s1], 
forgiving       : 1 : [p68:s2], 
forgotten       : 6 : [p123:s2], [p136:s1], [p264:s2], [p269:s0], [p276:s2], [p757:s1], 
fork            : 1 : [p422:s1], 
form            : 5 : [p276:s2], [p374:s0], [p383:s5], [p511:s1], [p533:s0], 
formed          : 1 : [p242:s3], 
former          : 7 : [p282:s0], [p287:s0], [p309:s0], [p321:s1], [p321:s3], [p326:s0], [p332:s0], 
forms           : 2 : [p276:s1], [p772:s3], 
forth           : 9 : [p174:s0], [p227:s4], [p392:s0], [p397:s1], [p402:s5], [p405:s0], [p439:s5], [p545:s1], [p737:s1], 
fortune         : 4 : [p326:s4], [p344:s1], [p598:s0], [p633:s1], 
fortunes        : 1 : [p275:s1], 
forty           : 2 : [p360:s2], [p360:s2], 
forward         : 1 : [p595:s1], 
fought          : 1 : [p145:s1], 
foul            : 2 : [p50:s3], [p572:s1], 
found           : 9 : [p212:s2], [p241:s2], [p275:s3], [p471:s1], [p502:s0], [p539:s0], [p588:s3], [p636:s1], [p748:s0], 
founder         : 3 : [p457:s3], [p458:s0], [p497:s1], 
four            : 6 : [p223:s1], [p316:s6], [p319:s0], [p325:s2], [p530:s0], [p737:s2], 
fourroomed      : 1 : [p421:s2], 
fowls           : 1 : [p275:s2], 
fragment        : 1 : [p161:s2], 
fragments       : 3 : [p134:s4], [p287:s1], [p371:s0], 
fragrance       : 1 : [p402:s4], 
frail           : 1 : [p69:s1], 
frame           : 1 : [p430:s1], 
frank           : 1 : [p403:s4], 
fraught         : 1 : [p346:s2], 
fred            : 9 : [p482:s0], [p485:s0], [p492:s0], [p502:s1], [p503:s1], [p506:s0], [p756:s0], [p758:s1], [p759:s3], 
free            : 8 : [p177:s1], [p177:s1], [p217:s1], [p352:s2], [p387:s4], [p387:s4], [p576:s2], [p698:s1], 
freeandeasy     : 1 : [p380:s0], 
freely          : 1 : [p68:s2], 
freer           : 1 : [p277:s0], 
freezing        : 1 : [p259:s0], 
french          : 1 : [p403:s4], 
fresh           : 5 : [p242:s5], [p403:s4], [p501:s2], [p501:s2], [p713:s1], 
freshest        : 1 : [p521:s2], 
friars          : 1 : [p402:s3], 
friday          : 1 : [p281:s7], 
friend          : 8 : [p9:s0], [p46:s4], [p203:s0], [p315:s7], [p363:s0], [p558:s2], [p768:s0], [p772:s2], 
friendly        : 1 : [p467:s0], 
friends         : 5 : [p79:s0], [p273:s1], [p280:s0], [p479:s2], [p588:s0], 
frightened      : 2 : [p129:s2], [p607:s3], 
frightful       : 3 : [p169:s0], [p472:s3], [p519:s0], 
fringe          : 1 : [p430:s0], 
frisked         : 1 : [p708:s0], 
fro             : 2 : [p227:s2], [p748:s0], 
from            : 91 : [p47:s0], [p49:s3], [p68:s0], [p68:s2], [p68:s2], [p70:s0], [p79:s0], [p99:s1], [p114:s1], [p127:s0], [p134:s1], [p134:s4], [p163:s2], [p164:s1], [p169:s0], [p182:s1], [p201:s1], [p212:s0], [p213:s0], [p220:s4], [p223:s0], [p224:s0], [p224:s0], [p242:s0], [p242:s6], [p277:s0], [p277:s0], [p295:s4], [p307:s1], [p313:s1], [p314:s3], [p315:s8], [p315:s8], [p315:s8], [p319:s4], [p321:s3], [p353:s0], [p354:s1], [p368:s1], [p374:s0], [p380:s0], [p381:s3], [p383:s3], [p400:s1], [p400:s1], [p402:s0], [p402:s3], [p402:s4], [p403:s4], [p404:s1], [p404:s2], [p404:s3], [p406:s0], [p433:s1], [p434:s0], [p445:s0], [p449:s1], [p464:s0], [p464:s2], [p464:s5], [p465:s1], [p467:s0], [p468:s0], [p471:s0], [p471:s3], [p473:s0], [p475:s0], [p496:s2], [p501:s1], [p505:s2], [p508:s2], [p517:s0], [p519:s0], [p525:s1], [p533:s1], [p533:s1], [p541:s2], [p571:s1], [p571:s1], [p573:s3], [p576:s0], [p607:s3], [p608:s1], [p612:s4], [p621:s0], [p666:s1], [p671:s2], [p684:s1], [p690:s0], [p767:s0], [p768:s1], 
front           : 1 : [p400:s1], 
fronts          : 1 : [p401:s0], 
frost           : 5 : [p57:s0], [p113:s0], [p123:s5], [p227:s1], [p468:s0], 
frosty          : 1 : [p49:s5], 
frousy          : 1 : [p573:s3], 
frowned         : 1 : [p91:s1], 
frowning        : 1 : [p468:s1], 
froze           : 1 : [p49:s4], 
frozen          : 2 : [p109:s1], [p401:s1], 
fruit           : 1 : [p400:s0], 
fruiterers      : 1 : [p402:s1], 
fruits          : 2 : [p402:s5], [p403:s3], 
fryingpan       : 1 : [p361:s4], 
fuel            : 2 : [p134:s1], [p314:s3], 
full            : 13 : [p97:s0], [p179:s1], [p270:s2], [p321:s3], [p322:s0], [p352:s4], [p360:s0], [p362:s0], [p381:s4], [p402:s0], [p463:s4], [p464:s1], [p762:s5], 
fund            : 1 : [p100:s0], 
funeral         : 3 : [p46:s5], [p47:s0], [p555:s0], 
fur             : 1 : [p387:s1], 
furbooted       : 1 : [p466:s3], 
furnish         : 1 : [p100:s0], 
furnished       : 1 : [p275:s3], 
furniture       : 1 : [p678:s2], 
furrows         : 2 : [p401:s0], [p401:s0], 
further         : 4 : [p375:s0], [p381:s3], [p497:s14], [p773:s0], 
furze           : 1 : [p468:s0], 
future          : 7 : [p451:s1], [p453:s0], [p541:s0], [p569:s1], [p569:s4], [p697:s1], [p703:s0], 
futureinto      : 1 : [p673:s0], 
gaily           : 3 : [p60:s0], [p295:s4], [p471:s2], 
gain            : 2 : [p340:s2], [p352:s2], 
gains           : 1 : [p607:s1], 
gainsay         : 1 : [p297:s2], 
gait            : 1 : [p49:s4], 
gale            : 1 : [p474:s1], 
gallantly       : 1 : [p422:s1], 
gallantry       : 1 : [p588:s0], 
game            : 6 : [p383:s5], [p400:s0], [p497:s3], [p498:s2], [p500:s0], [p501:s0], 
games           : 1 : [p760:s8], 
gaps            : 1 : [p403:s2], 
gardensweep     : 1 : [p295:s4], 
garment         : 5 : [p387:s2], [p387:s3], [p519:s1], [p533:s0], [p538:s0], 
garments        : 2 : [p278:s1], [p706:s0], 
garret          : 1 : [p109:s7], 
gaslamps        : 1 : [p130:s2], 
gasping         : 2 : [p402:s5], [p585:s1], 
gaspipes        : 1 : [p109:s3], 
gate            : 3 : [p270:s0], [p279:s7], [p679:s0], 
gates           : 1 : [p275:s1], 
gateway         : 1 : [p123:s5], 
gathered        : 1 : [p109:s3], 
gatherings      : 1 : [p467:s0], 
gave            : 7 : [p109:s7], [p242:s0], [p277:s0], [p332:s0], [p375:s1], [p542:s0], [p570:s1], 
gay             : 1 : [p509:s0], 
gayest          : 1 : [p404:s0], 
gaze            : 1 : [p164:s1], 
gazed           : 1 : [p264:s0], 
geese           : 2 : [p383:s5], [p400:s0], 
general         : 2 : [p403:s4], [p554:s0], 
generation      : 1 : [p471:s2], 
generous        : 4 : [p49:s3], [p421:s0], [p467:s2], [p612:s2], 
genial          : 2 : [p387:s4], [p405:s0], 
genii           : 1 : [p279:s8], 
genius          : 1 : [p123:s5], 
gentle          : 3 : [p246:s0], [p259:s1], [p264:s1], 
gentleman       : 18 : [p47:s3], [p90:s0], [p92:s1], [p94:s0], [p96:s1], [p100:s0], [p106:s0], [p111:s0], [p295:s3], [p305:s1], [p552:s1], [p556:s0], [p656:s3], [p738:s0], [p738:s1], [p739:s0], [p742:s1], [p746:s1], 
gentlemen       : 7 : [p87:s1], [p88:s0], [p103:s1], [p107:s3], [p108:s0], [p380:s0], [p402:s2], 
gently          : 4 : [p257:s0], [p292:s5], [p340:s0], [p755:s0], 
get             : 6 : [p74:s0], [p379:s0], [p496:s1], [p501:s2], [p599:s0], [p665:s0], 
gets            : 1 : [p436:s1], 
getting         : 5 : [p183:s1], [p275:s4], [p295:s4], [p422:s1], [p466:s0], 
ghost           : 95 : [p3:s0], [p8:s0], [p14:s0], [p25:s0], [p43:s0], [p140:s1], [p141:s0], [p142:s0], [p155:s0], [p155:s1], [p156:s0], [p163:s2], [p165:s0], [p167:s0], [p172:s1], [p174:s0], [p177:s0], [p179:s0], [p182:s0], [p183:s1], [p185:s1], [p187:s0], [p189:s0], [p191:s0], [p194:s1], [p198:s1], [p202:s0], [p204:s0], [p209:s0], [p214:s1], [p217:s1], [p217:s3], [p220:s0], [p220:s4], [p229:s0], [p230:s0], [p248:s0], [p252:s1], [p254:s1], [p265:s0], [p266:s0], [p269:s1], [p271:s0], [p273:s0], [p276:s0], [p286:s0], [p288:s1], [p296:s0], [p298:s0], [p300:s0], [p303:s0], [p310:s1], [p321:s3], [p322:s0], [p328:s1], [p330:s1], [p332:s0], [p335:s0], [p357:s1], [p359:s0], [p369:s0], [p371:s0], [p373:s0], [p384:s1], [p386:s0], [p394:s0], [p396:s0], [p420:s1], [p421:s2], [p451:s0], [p453:s0], [p455:s0], [p467:s1], [p468:s0], [p475:s0], [p496:s2], [p496:s3], [p497:s6], [p498:s0], [p499:s0], [p509:s0], [p511:s1], [p513:s0], [p520:s3], [p529:s0], [p535:s0], [p541:s0], [p616:s0], [p634:s3], [p636:s0], [p673:s0], [p683:s0], [p709:s2], [p709:s3], [p737:s1], 
ghostly         : 7 : [p8:s0], [p125:s2], [p125:s2], [p381:s3], [p475:s1], [p539:s0], [p540:s1], 
ghosts          : 7 : [p27:s0], [p137:s3], [p205:s0], [p218:s0], [p381:s2], [p456:s0], [p569:s1], 
giant           : 1 : [p383:s6], 
giants          : 1 : [p468:s0], 
giddy           : 1 : [p707:s3], 
gigantic        : 1 : [p420:s1], 
gigs            : 1 : [p270:s1], 
gills           : 1 : [p552:s1], 
gin             : 1 : [p438:s0], 
girded          : 2 : [p177:s1], [p387:s5], 
girl            : 12 : [p289:s0], [p315:s8], [p335:s0], [p350:s2], [p360:s1], [p422:s2], [p424:s1], [p427:s0], [p521:s0], [p525:s3], [p750:s1], [p750:s2], 
girls           : 6 : [p402:s3], [p466:s3], [p498:s2], [p651:s2], [p656:s0], [p664:s0], 
girlyou         : 1 : [p352:s2], 
give            : 16 : [p77:s1], [p182:s0], [p252:s1], [p272:s3], [p457:s2], [p458:s4], [p467:s0], [p494:s2], [p569:s4], [p588:s3], [p589:s0], [p591:s0], [p728:s1], [p728:s2], [p728:s3], [p748:s1], 
given           : 7 : [p285:s3], [p319:s6], [p360:s4], [p409:s0], [p506:s0], [p509:s0], [p770:s2], 
gives           : 1 : [p326:s4], 
giving          : 3 : [p539:s1], [p660:s4], [p768:s1], 
glad            : 3 : [p99:s2], [p279:s10], [p490:s1], 
gladly          : 2 : [p352:s0], [p354:s1], 
gladness        : 1 : [p272:s3], 
gladsome        : 1 : [p51:s0], 
glance          : 2 : [p136:s1], [p327:s0], 
glanced         : 6 : [p180:s0], [p288:s1], [p402:s3], [p610:s0], [p611:s0], [p621:s0], 
glancing        : 1 : [p275:s3], 
glared          : 3 : [p295:s1], [p468:s1], [p521:s3], 
glass           : 3 : [p295:s3], [p444:s2], [p506:s1], 
glazed          : 1 : [p163:s0], 
gleaming        : 2 : [p383:s3], [p476:s1], 
glee            : 3 : [p292:s1], [p402:s0], [p496:s1], 
glided          : 1 : [p560:s0], 
glimpse         : 1 : [p220:s4], 
glimpses        : 1 : [p403:s2], 
glisten         : 1 : [p272:s2], 
glistened       : 1 : [p383:s3], 
glittered       : 1 : [p243:s1], 
globe           : 2 : [p513:s0], [p772:s3], 
globes          : 1 : [p295:s2], 
gloom           : 4 : [p130:s1], [p243:s1], [p468:s1], [p532:s1], 
gloomy          : 2 : [p123:s2], [p401:s1], 
glorious        : 6 : [p109:s6], [p383:s6], [p712:s3], [p712:s3], [p713:s2], [p713:s3], 
glory           : 1 : [p402:s1], 
gloves          : 1 : [p558:s0], 
glow            : 3 : [p57:s0], [p400:s1], [p466:s3], 
glowing         : 3 : [p383:s6], [p471:s1], [p704:s0], 
glued           : 1 : [p361:s4], 
gnawed          : 2 : [p110:s3], [p110:s3], 
gnawing         : 1 : [p614:s1], 
go              : 19 : [p53:s1], [p70:s2], [p103:s3], [p104:s0], [p109:s0], [p230:s1], [p230:s1], [p269:s2], [p279:s6], [p294:s1], [p492:s0], [p555:s0], [p558:s1], [p615:s3], [p639:s3], [p726:s2], [p728:s1], [p749:s0], [p754:s2], 
goblets         : 1 : [p445:s0], 
goblins         : 1 : [p168:s1], 
god             : 12 : [p55:s1], [p68:s3], [p111:s0], [p297:s3], [p360:s6], [p404:s6], [p446:s1], [p448:s0], [p455:s3], [p551:s0], [p671:s2], [p773:s2], 
goes            : 3 : [p63:s4], [p174:s0], [p281:s7], 
going           : 14 : [p47:s2], [p130:s1], [p150:s3], [p197:s0], [p292:s5], [p402:s5], [p486:s6], [p494:s0], [p494:s3], [p498:s3], [p556:s0], [p581:s1], [p709:s1], [p768:s0], 
gold            : 4 : [p68:s3], [p402:s5], [p436:s0], [p545:s1], 
golden          : 3 : [p338:s0], [p445:s0], [p713:s1], 
gone            : 9 : [p53:s2], [p198:s2], [p230:s0], [p287:s2], [p319:s8], [p383:s4], [p653:s1], [p679:s0], [p738:s0], 
good            : 63 : [p44:s3], [p53:s0], [p67:s1], [p67:s2], [p68:s0], [p68:s2], [p68:s3], [p68:s3], [p76:s2], [p78:s0], [p80:s0], [p82:s0], [p84:s0], [p107:s3], [p110:s2], [p130:s0], [p192:s1], [p193:s0], [p203:s0], [p217:s4], [p263:s0], [p272:s6], [p292:s2], [p316:s6], [p344:s1], [p380:s0], [p380:s1], [p403:s4], [p404:s0], [p404:s3], [p421:s0], [p436:s0], [p458:s4], [p464:s3], [p475:s2], [p483:s1], [p486:s3], [p489:s0], [p494:s3], [p496:s1], [p497:s1], [p541:s2], [p567:s3], [p605:s2], [p605:s2], [p612:s4], [p624:s0], [p653:s2], [p656:s5], [p658:s0], [p660:s3], [p661:s0], [p695:s0], [p704:s0], [p737:s2], [p770:s2], [p772:s2], [p772:s2], [p772:s2], [p772:s2], [p772:s2], [p772:s2], [p772:s3], 
goodbye         : 1 : [p295:s4], 
goodhumour      : 1 : [p479:s0], 
goodhumoured    : 1 : [p737:s2], 
goodly          : 1 : [p422:s1], 
goodnatured     : 1 : [p495:s1], 
goodnesshere    : 1 : [p741:s3], 
goose           : 7 : [p422:s2], [p425:s3], [p438:s0], [p439:s0], [p439:s2], [p440:s0], [p440:s1], 
goosea          : 1 : [p441:s2], 
got             : 20 : [p130:s0], [p190:s0], [p224:s4], [p312:s1], [p315:s10], [p360:s3], [p361:s8], [p381:s4], [p423:s0], [p441:s2], [p467:s0], [p471:s4], [p491:s0], [p497:s13], [p564:s2], [p650:s2], [p662:s2], [p729:s1], [p737:s0], [p769:s0], 
gothic          : 1 : [p109:s1], 
governments     : 1 : [p217:s1], 
gown            : 1 : [p422:s1], 
grace           : 1 : [p439:s3], 
graceful        : 2 : [p362:s0], [p521:s2], 
gracefully      : 2 : [p315:s9], [p420:s1], 
grade           : 1 : [p521:s4], 
grapes          : 1 : [p402:s4], 
grasp           : 1 : [p259:s1], 
grasping        : 1 : [p49:s2], 
grass           : 3 : [p275:s2], [p468:s0], [p680:s3], 
grate           : 1 : [p132:s2], 
grateful        : 2 : [p403:s3], [p465:s2], 
grating         : 1 : [p49:s4], 
gratis          : 1 : [p402:s4], 
gratitude       : 2 : [p322:s0], [p361:s6], 
grave           : 5 : [p68:s2], [p161:s3], [p683:s0], [p686:s0], [p690:s0], 
gravely         : 1 : [p532:s0], 
graves          : 1 : [p681:s0], 
gravy           : 2 : [p161:s3], [p439:s2], 
greasy          : 1 : [p573:s0], 
great           : 34 : [p109:s3], [p136:s2], [p190:s0], [p224:s0], [p227:s2], [p227:s3], [p242:s6], [p270:s2], [p305:s1], [p316:s0], [p316:s0], [p316:s1], [p326:s4], [p350:s0], [p383:s5], [p401:s0], [p401:s1], [p402:s2], [p402:s4], [p440:s4], [p442:s1], [p473:s1], [p476:s0], [p476:s0], [p490:s1], [p498:s2], [p540:s1], [p545:s1], [p547:s0], [p561:s1], [p588:s2], [p593:s0], [p743:s2], [p755:s1], 
greatcoat       : 2 : [p121:s1], [p122:s1], 
greater         : 5 : [p169:s1], [p476:s1], [p510:s1], [p593:s0], [p606:s1], 
greatest        : 1 : [p443:s1], 
greatly         : 2 : [p92:s1], [p499:s0], 
greedy          : 1 : [p334:s4], 
green           : 5 : [p242:s5], [p281:s2], [p383:s3], [p387:s1], [p653:s2], 
greet           : 2 : [p361:s0], [p466:s2], 
greetings       : 1 : [p85:s1], 
grew            : 4 : [p287:s0], [p362:s0], [p468:s0], [p511:s1], 
grey            : 1 : [p511:s2], 
greyhaired      : 1 : [p573:s3], 
grief           : 2 : [p195:s0], [p454:s0], 
grieve          : 1 : [p336:s2], 
grieved         : 1 : [p650:s3], 
grindstone      : 1 : [p49:s1], 
grinning        : 1 : [p665:s1], 
grins           : 1 : [p772:s3], 
griping         : 1 : [p613:s2], 
grocer          : 1 : [p403:s4], 
grocers         : 3 : [p109:s6], [p403:s0], [p403:s1], 
grog            : 1 : [p474:s1], 
groom           : 1 : [p279:s8], 
grope           : 1 : [p123:s4], 
groped          : 1 : [p227:s0], 
ground          : 10 : [p190:s0], [p195:s0], [p262:s3], [p374:s0], [p401:s0], [p456:s0], [p529:s1], [p607:s1], [p680:s1], [p695:s0], 
group           : 2 : [p361:s0], [p466:s3], 
grouped         : 1 : [p606:s1], 
grouping        : 1 : [p315:s10], 
groups          : 2 : [p545:s1], [p559:s0], 
grove           : 1 : [p383:s3], 
growing         : 3 : [p281:s2], [p334:s4], [p437:s0], 
growl           : 2 : [p122:s0], [p496:s1], 
growled         : 3 : [p76:s1], [p501:s1], [p764:s1], 
grown           : 3 : [p309:s0], [p341:s2], [p360:s8], 
grows           : 1 : [p333:s0], 
growth          : 2 : [p402:s3], [p680:s3], 
gruel           : 3 : [p132:s2], [p133:s1], [p709:s0], 
gruff           : 1 : [p109:s1], 
grunted         : 1 : [p501:s1], 
guard           : 1 : [p439:s2], 
guess           : 2 : [p365:s0], [p498:s3], 
guessed         : 1 : [p498:s3], 
guests          : 2 : [p466:s3], [p499:s0], 
guiding         : 1 : [p352:s2], 
guilty          : 1 : [p217:s1], 
gush            : 1 : [p439:s5], 
ha              : 23 : [p477:s0], [p477:s0], [p477:s2], [p477:s2], [p477:s2], [p480:s0], [p480:s0], [p480:s1], [p480:s1], [p480:s1], [p480:s1], [p486:s5], [p486:s5], [p576:s7], [p576:s7], [p607:s0], [p607:s0], [p607:s4], [p607:s4], [p607:s4], [p709:s6], [p709:s6], [p709:s6], 
habit           : 2 : [p162:s0], [p183:s0], 
