1843            : 1 : [p11:s0], 
louder          : 1 : [p138:s0], 
loudly          : 3 : [p136:s3], [p422:s2], [p467:s3], 
lovable         : 1 : [p315:s3], 
love            : 8 : [p75:s0], [p76:s0], [p350:s1], [p352:s4], [p404:s6], [p498:s1], [p732:s0], [p752:s0], 
loved           : 4 : [p449:s1], [p498:s1], [p612:s1], [p649:s0], 
low             : 6 : [p49:s6], [p134:s0], [p205:s0], [p246:s1], [p252:s2], [p420:s1], 
lowbrowed       : 1 : [p573:s0], 
lower           : 4 : [p169:s1], [p468:s1], [p468:s1], [p468:s1], 
lowering        : 1 : [p123:s2], 
lumberroom      : 2 : [p132:s0], [p132:s4], 
lunatic         : 1 : [p87:s0], 
lunch           : 2 : [p556:s0], [p558:s0], 
lurked          : 1 : [p521:s3], 
luscious        : 1 : [p383:s5], 
lustiest        : 1 : [p712:s0], 
lustily         : 1 : [p479:s2], 
lustrous        : 1 : [p242:s4], 
lusty           : 1 : [p110:s2], 
luxurious       : 1 : [p422:s2], 
luxury          : 1 : [p573:s3], 
lying           : 4 : [p379:s2], [p585:s1], [p596:s0], [p672:s2], 
mad             : 1 : [p400:s1], 
made            : 43 : [p49:s4], [p81:s2], [p109:s5], [p125:s4], [p136:s3], [p143:s3], [p177:s1], [p212:s1], [p252:s2], [p253:s1], [p259:s2], [p276:s1], [p302:s1], [p315:s0], [p344:s1], [p344:s3], [p350:s1], [p361:s1], [p379:s3], [p383:s5], [p391:s0], [p400:s1], [p401:s0], [p402:s4], [p403:s3], [p436:s2], [p438:s0], [p439:s2], [p444:s0], [p474:s0], [p483:s1], [p497:s11], [p498:s0], [p498:s3], [p501:s1], [p510:s2], [p561:s2], [p571:s2], [p573:s3], [p576:s2], [p591:s3], [p730:s4], [p749:s1], 
magnitude       : 1 : [p523:s1], 
main            : 1 : [p109:s3], 
make            : 19 : [p92:s1], [p103:s2], [p103:s2], [p192:s3], [p227:s2], [p228:s0], [p322:s0], [p326:s2], [p381:s2], [p403:s3], [p422:s1], [p486:s4], [p525:s8], [p555:s1], [p556:s1], [p598:s0], [p612:s1], [p702:s3], [p770:s4], 
makes           : 3 : [p161:s1], [p354:s0], [p643:s1], 
making          : 5 : [p227:s2], [p494:s0], [p706:s0], [p707:s1], [p767:s2], 
malady          : 1 : [p772:s3], 
man             : 68 : [p46:s5], [p51:s2], [p54:s3], [p107:s1], [p124:s1], [p124:s3], [p129:s2], [p172:s0], [p174:s0], [p193:s0], [p242:s0], [p278:s1], [p281:s5], [p292:s6], [p309:s0], [p311:s5], [p315:s13], [p316:s2], [p321:s0], [p334:s2], [p344:s3], [p360:s9], [p361:s0], [p384:s3], [p455:s0], [p455:s0], [p460:s0], [p464:s2], [p466:s3], [p471:s2], [p471:s3], [p471:s4], [p475:s1], [p475:s2], [p478:s0], [p508:s0], [p510:s2], [p520:s0], [p541:s2], [p547:s0], [p553:s0], [p570:s0], [p574:s0], [p574:s1], [p574:s2], [p575:s2], [p577:s1], [p580:s2], [p582:s2], [p583:s4], [p588:s0], [p599:s0], [p608:s3], [p610:s1], [p613:s1], [p614:s0], [p622:s1], [p672:s2], [p680:s1], [p689:s0], [p693:s2], [p693:s3], [p707:s3], [p710:s0], [p728:s2], [p731:s0], [p772:s2], [p773:s0], 
mankind         : 1 : [p194:s2], 
manner          : 3 : [p184:s0], [p578:s0], [p590:s3], 
mans            : 8 : [p121:s0], [p264:s1], [p455:s2], [p525:s0], [p606:s1], [p612:s2], [p619:s0], [p634:s2], 
mansion         : 2 : [p109:s7], [p275:s0], 
manslaughter    : 1 : [p380:s0], 
mantle          : 1 : [p387:s1], 
many            : 23 : [p46:s3], [p68:s0], [p92:s2], [p104:s0], [p104:s0], [p200:s1], [p200:s1], [p217:s2], [p269:s0], [p275:s3], [p383:s4], [p383:s4], [p383:s4], [p393:s2], [p402:s0], [p412:s0], [p464:s3], [p510:s0], [p572:s2], [p593:s0], [p710:s0], [p743:s2], [p770:s2], 
manyah          : 1 : [p319:s0], 
maps            : 1 : [p295:s2], 
mark            : 1 : [p465:s0], 
marked          : 1 : [p145:s1], 
market          : 1 : [p501:s1], 
marketing       : 1 : [p606:s1], 
markettown      : 1 : [p270:s0], 
marley          : 20 : [p44:s0], [p44:s4], [p45:s4], [p47:s1], [p48:s1], [p48:s2], [p48:s3], [p88:s3], [p89:s1], [p124:s2], [p125:s2], [p134:s3], [p143:s1], [p144:s0], [p151:s0], [p181:s1], [p496:s3], [p529:s1], [p703:s3], [p709:s2], 
marleys         : 20 : [p14:s0], [p25:s0], [p43:s0], [p47:s0], [p48:s0], [p88:s0], [p124:s3], [p125:s0], [p128:s0], [p134:s4], [p140:s1], [p141:s0], [p142:s0], [p147:s1], [p214:s1], [p217:s1], [p229:s0], [p379:s1], [p383:s4], [p738:s0], 
marriage        : 3 : [p443:s2], [p479:s1], [p757:s0], 
married         : 3 : [p74:s0], [p279:s11], [p466:s2], 
marrow          : 1 : [p162:s1], 
martha          : 10 : [p423:s4], [p424:s0], [p425:s0], [p425:s3], [p429:s2], [p430:s0], [p431:s0], [p434:s0], [p439:s2], [p464:s3], 
mashed          : 2 : [p439:s2], [p440:s3], 
masses          : 2 : [p468:s0], [p573:s2], 
master          : 14 : [p51:s3], [p54:s2], [p295:s0], [p295:s1], [p295:s4], [p315:s8], [p362:s0], [p422:s1], [p422:s2], [p438:s0], [p439:s2], [p464:s1], [p750:s0], [p772:s2], 
masterpassion   : 1 : [p340:s2], 
match           : 1 : [p319:s0], 
matched         : 1 : [p576:s8], 
matron          : 1 : [p360:s1], 
matter          : 5 : [p284:s0], [p322:s0], [p328:s0], [p439:s0], [p550:s0], 
matters         : 2 : [p217:s4], [p336:s0], 
mature          : 1 : [p229:s1], 
may             : 22 : [p8:s1], [p67:s1], [p112:s0], [p130:s0], [p130:s2], [p161:s2], [p192:s2], [p200:s0], [p354:s2], [p455:s2], [p494:s3], [p508:s2], [p587:s0], [p603:s3], [p633:s2], [p682:s1], [p695:s1], [p697:s4], [p705:s1], [p728:s1], [p741:s1], [p773:s1], 
mayor           : 1 : [p109:s7], 
mayors          : 1 : [p109:s7], 
maythe          : 1 : [p354:s0], 
me              : 110 : [p8:s0], [p45:s4], [p47:s0], [p51:s1], [p65:s1], [p67:s0], [p68:s3], [p68:s3], [p70:s0], [p77:s0], [p103:s1], [p107:s2], [p119:s0], [p124:s3], [p146:s2], [p149:s0], [p156:s0], [p171:s2], [p172:s1], [p173:s2], [p174:s1], [p176:s1], [p181:s1], [p181:s2], [p182:s3], [p182:s5], [p182:s6], [p196:s2], [p198:s0], [p199:s1], [p203:s0], [p211:s2], [p244:s0], [p252:s2], [p258:s1], [p292:s5], [p292:s5], [p310:s2], [p310:s4], [p319:s3], [p336:s2], [p350:s2], [p350:s2], [p350:s2], [p354:s0], [p356:s1], [p356:s2], [p356:s3], [p358:s4], [p368:s1], [p369:s1], [p370:s0], [p372:s0], [p372:s1], [p372:s2], [p384:s3], [p386:s1], [p390:s0], [p397:s0], [p397:s2], [p397:s2], [p418:s0], [p436:s2], [p450:s0], [p470:s1], [p478:s1], [p485:s1], [p494:s3], [p508:s2], [p517:s0], [p525:s1], [p537:s0], [p541:s2], [p541:s3], [p543:s3], [p553:s2], [p587:s1], [p591:s3], [p603:s5], [p614:s0], [p615:s2], [p619:s0], [p631:s0], [p631:s0], [p635:s0], [p635:s0], [p660:s4], [p660:s5], [p672:s0], [p672:s2], [p674:s2], [p682:s0], [p684:s2], [p693:s1], [p693:s4], [p695:s0], [p695:s0], [p695:s1], [p695:s1], [p697:s2], [p697:s4], [p703:s2], [p723:s0], [p741:s2], [p742:s0], [p743:s3], [p745:s1], [p745:s2], [p754:s1], [p759:s3], 
meagre          : 2 : [p295:s3], [p521:s1], 
mean            : 6 : [p45:s1], [p58:s2], [p130:s0], [p494:s2], [p596:s0], [p764:s2], 
meaning         : 4 : [p392:s0], [p444:s2], [p575:s4], [p681:s2], 
means           : 6 : [p100:s0], [p162:s0], [p162:s1], [p192:s2], [p381:s0], [p414:s0], 
meant           : 3 : [p381:s2], [p464:s3], [p746:s2], 
meanwhile       : 1 : [p109:s0], 
measuring       : 1 : [p360:s8], 
meat            : 3 : [p100:s0], [p383:s5], [p400:s0], 
meditation      : 1 : [p123:s5], 
medium          : 1 : [p242:s0], 
meet            : 3 : [p385:s1], [p466:s2], [p650:s0], 
meeting         : 3 : [p560:s1], [p568:s1], [p656:s2], 
mei             : 1 : [p105:s1], 
melancholy      : 4 : [p123:s0], [p123:s0], [p240:s0], [p276:s1], 
melted          : 2 : [p243:s1], [p483:s1], 
members         : 3 : [p242:s3], [p392:s0], [p402:s5], 
memory          : 2 : [p354:s0], [p614:s0], 
men             : 16 : [p68:s2], [p109:s3], [p182:s1], [p196:s1], [p315:s5], [p421:s0], [p436:s2], [p455:s1], [p455:s1], [p474:s0], [p510:s1], [p546:s0], [p559:s1], [p561:s0], [p561:s1], [p673:s0], 
menacing        : 1 : [p521:s3], 
menagerie       : 1 : [p501:s1], 
mens            : 2 : [p51:s3], [p684:s0], 
mention         : 3 : [p47:s0], [p124:s2], [p463:s4], 
mentioned       : 1 : [p206:s0], 
mentionedthey   : 1 : [p103:s3], 
merchant        : 1 : [p134:s2], 
merchants       : 1 : [p545:s1], 
merciful        : 1 : [p608:s5], 
merciless       : 1 : [p633:s1], 
mercy           : 3 : [p171:s0], [p194:s3], [p760:s1], 
mere            : 5 : [p53:s3], [p227:s4], [p464:s0], [p496:s2], [p631:s0], 
merged          : 1 : [p340:s1], 
merrier         : 2 : [p464:s0], [p770:s2], 
merriest        : 1 : [p292:s7], 
merriment       : 2 : [p495:s1], [p506:s0], 
merry           : 34 : [p55:s0], [p59:s1], [p59:s2], [p59:s3], [p63:s1], [p63:s2], [p63:s4], [p76:s1], [p81:s3], [p86:s0], [p103:s2], [p103:s2], [p111:s0], [p270:s2], [p272:s3], [p272:s4], [p272:s5], [p320:s3], [p403:s3], [p441:s2], [p446:s0], [p462:s3], [p462:s4], [p474:s1], [p494:s0], [p508:s0], [p707:s2], [p707:s4], [p713:s1], [p732:s9], [p737:s3], [p739:s4], [p767:s2], [p770:s0], 
messenger       : 1 : [p379:s1], 
messengers      : 1 : [p134:s3], 
met             : 6 : [p558:s2], [p575:s4], [p576:s0], [p587:s4], [p622:s1], [p738:s1], 
metal           : 1 : [p576:s6], 
mice            : 1 : [p277:s0], 
middle          : 4 : [p143:s2], [p315:s10], [p379:s0], [p387:s5], 
middleaged      : 1 : [p47:s3], 
midnight        : 1 : [p515:s0], 
midst           : 1 : [p638:s0], 
might           : 40 : [p45:s2], [p53:s4], [p54:s0], [p68:s0], [p106:s0], [p130:s0], [p137:s0], [p155:s0], [p155:s0], [p174:s2], [p190:s0], [p217:s1], [p292:s5], [p296:s0], [p360:s9], [p362:s0], [p381:s2], [p381:s3], [p401:s2], [p402:s4], [p403:s4], [p434:s0], [p436:s2], [p439:s0], [p449:s1], [p465:s1], [p467:s0], [p473:s1], [p474:s1], [p484:s0], [p496:s2], [p496:s3], [p498:s3], [p518:s0], [p521:s3], [p560:s2], [p608:s3], [p660:s6], [p715:s1], [p762:s6], 
mighty          : 3 : [p109:s7], [p383:s4], [p497:s1], 
mild            : 3 : [p461:s0], [p630:s0], [p668:s0], 
mildly          : 2 : [p264:s0], [p350:s2], 
milkman         : 1 : [p315:s7], 
miller          : 1 : [p730:s4], 
milliners       : 1 : [p464:s3], 
millions        : 1 : [p455:s2], 
mincepies       : 2 : [p316:s0], [p383:s5], 
mind            : 20 : [p45:s0], [p47:s3], [p100:s0], [p124:s2], [p172:s0], [p229:s1], [p295:s1], [p301:s0], [p316:s1], [p360:s2], [p380:s1], [p381:s4], [p428:s1], [p443:s4], [p458:s4], [p496:s3], [p556:s0], [p570:s1], [p650:s2], [p711:s5], 
mine            : 4 : [p65:s1], [p107:s2], [p576:s6], [p591:s1], 
miners          : 1 : [p470:s0], 
mingle          : 1 : [p360:s3], 
ministers       : 1 : [p182:s1], 
minute          : 5 : [p137:s0], [p137:s0], [p314:s2], [p442:s7], [p733:s2], 
minutes         : 7 : [p381:s1], [p381:s1], [p463:s4], [p496:s2], [p728:s3], [p760:s2], [p762:s5], 
miracle         : 1 : [p628:s1], 
mirrors         : 1 : [p383:s4], 
mirth           : 1 : [p467:s2], 
misanthropic    : 1 : [p109:s4], 
miscellaneous   : 1 : [p573:s3], 
miserable       : 1 : [p519:s0], 
misery          : 3 : [p217:s4], [p346:s2], [p572:s2], 
miserys         : 1 : [p510:s2], 
mislaying       : 1 : [p706:s0], 
miss            : 3 : [p315:s3], [p439:s2], [p440:s6], 
missed          : 3 : [p231:s0], [p569:s4], [p718:s2], 
missile         : 1 : [p402:s0], 
mist            : 6 : [p219:s0], [p219:s0], [p262:s3], [p401:s1], [p529:s1], [p713:s1], 
mistaken        : 1 : [p770:s1], 
mistakes        : 1 : [p403:s4], 
mistletoe       : 3 : [p383:s4], [p400:s0], [p402:s3], 
mistress        : 2 : [p315:s8], [p753:s0], 
misused         : 1 : [p192:s3], 
mixed           : 1 : [p559:s0], 
mixture         : 1 : [p438:s0], 
moaning         : 2 : [p217:s0], [p476:s0], 
modest          : 1 : [p403:s4], 
moist           : 1 : [p403:s4], 
molten          : 1 : [p403:s3], 
moment          : 16 : [p61:s0], [p163:s0], [p215:s1], [p302:s0], [p352:s2], [p379:s3], [p381:s2], [p382:s0], [p506:s1], [p516:s0], [p539:s1], [p620:s0], [p630:s1], [p672:s0], [p673:s1], [p757:s1], 
momentary       : 1 : [p769:s1], 
moments         : 4 : [p128:s0], [p242:s6], [p412:s0], [p494:s0], 
monday          : 1 : [p109:s7], 
money           : 6 : [p63:s3], [p325:s2], [p545:s1], [p552:s0], [p607:s1], [p633:s1], 
moneychanging   : 1 : [p182:s6], 
monsters        : 1 : [p521:s4], 
monstrous       : 5 : [p217:s3], [p422:s1], [p468:s0], [p497:s14], [p547:s0], 
month           : 1 : [p711:s0], 
months          : 1 : [p63:s3], 
mood            : 1 : [p499:s0], 
moons           : 1 : [p319:s5], 
moor            : 2 : [p468:s0], [p472:s0], 
moral           : 1 : [p569:s3], 
more            : 54 : [p47:s3], [p50:s2], [p76:s1], [p92:s1], [p108:s1], [p113:s0], [p150:s3], [p161:s3], [p178:s0], [p178:s0], [p181:s1], [p182:s3], [p211:s2], [p228:s1], [p228:s1], [p228:s1], [p228:s1], [p230:s0], [p230:s1], [p231:s0], [p255:s0], [p261:s0], [p275:s3], [p287:s0], [p287:s1], [p292:s5], [p311:s2], [p316:s0], [p316:s0], [p356:s1], [p357:s0], [p358:s0], [p358:s2], [p358:s4], [p360:s2], [p361:s4], [p362:s0], [p381:s2], [p394:s0], [p437:s0], [p438:s0], [p455:s2], [p478:s0], [p482:s0], [p496:s3], [p496:s3], [p497:s5], [p524:s2], [p534:s1], [p541:s1], [p580:s2], [p588:s3], [p611:s3], [p772:s1], 
morning         : 8 : [p121:s3], [p124:s1], [p400:s1], [p427:s0], [p464:s3], [p567:s3], [p737:s2], [p761:s0], 
morose          : 1 : [p60:s2], 
mortal          : 3 : [p192:s2], [p260:s0], [p325:s2], 
moss            : 1 : [p468:s0], 
mossy           : 2 : [p275:s1], [p402:s4], 
most            : 15 : [p196:s0], [p225:s0], [p242:s3], [p280:s0], [p360:s3], [p409:s1], [p410:s0], [p411:s0], [p479:s1], [p497:s13], [p525:s4], [p558:s0], [p558:s2], [p650:s1], [p710:s0], 
mother          : 11 : [p360:s3], [p362:s0], [p424:s0], [p425:s0], [p427:s0], [p620:s0], [p636:s1], [p637:s3], [p640:s0], [p644:s1], [p656:s0], 
motion          : 2 : [p334:s4], [p611:s2], 
motionless      : 2 : [p125:s3], [p163:s2], 
mouldy          : 1 : [p494:s1], 
mountains       : 1 : [p573:s2], 
mounting        : 2 : [p439:s2], [p588:s0], 
mourner         : 2 : [p44:s2], [p46:s4], 
mournful        : 3 : [p123:s5], [p215:s1], [p288:s1], 
mourningdress   : 1 : [p335:s0], 
mouth           : 5 : [p361:s4], [p422:s1], [p483:s1], [p576:s0], [p577:s1], 
mouths          : 2 : [p402:s4], [p439:s2], 
movable         : 1 : [p314:s3], 
move            : 2 : [p380:s0], [p476:s0], 
moved           : 3 : [p532:s1], [p534:s1], [p544:s0], 
mr              : 19 : [p29:s0], [p88:s1], [p88:s2], [p89:s0], [p92:s0], [p227:s3], [p317:s0], [p318:s0], [p320:s1], [p366:s3], [p367:s0], [p457:s0], [p457:s2], [p460:s0], [p505:s2], [p656:s1], [p656:s4], [p740:s0], [p742:s2], 
mrs             : 29 : [p315:s1], [p316:s4], [p319:s0], [p319:s7], [p320:s2], [p422:s0], [p423:s1], [p426:s1], [p428:s1], [p432:s0], [p435:s1], [p439:s1], [p439:s4], [p440:s3], [p440:s6], [p442:s7], [p443:s1], [p443:s3], [p458:s1], [p462:s0], [p579:s1], [p582:s1], [p584:s0], [p586:s0], [p590:s0], [p651:s1], [p661:s1], [p663:s0], [p671:s0], 
much            : 37 : [p54:s1], [p67:s1], [p67:s2], [p138:s0], [p147:s0], [p162:s0], [p169:s1], [p197:s0], [p215:s0], [p220:s4], [p255:s0], [p275:s4], [p275:s4], [p289:s0], [p292:s4], [p310:s4], [p325:s3], [p340:s0], [p341:s2], [p360:s3], [p380:s1], [p404:s2], [p436:s1], [p455:s4], [p464:s4], [p476:s1], [p488:s7], [p495:s1], [p510:s0], [p539:s0], [p547:s0], [p591:s0], [p660:s6], [p680:s3], [p736:s0], [p747:s1], [p748:s1], 
mud             : 2 : [p401:s0], [p471:s1], 
mulled          : 1 : [p506:s1], 
multitude       : 1 : [p100:s0], 
multitudes      : 1 : [p570:s0], 
mumbled         : 1 : [p110:s3], 
munifi          : 1 : [p744:s1], 
murmur          : 1 : [p439:s5], 
muscular        : 1 : [p242:s2], 
mused           : 1 : [p186:s0], 
music           : 5 : [p270:s2], [p400:s1], [p496:s0], [p496:s3], [p497:s0], 
musical         : 1 : [p496:s1], 
musicbook       : 1 : [p315:s0], 
must            : 22 : [p47:s2], [p103:s3], [p121:s2], [p123:s2], [p173:s1], [p184:s0], [p192:s1], [p224:s4], [p231:s0], [p255:s1], [p305:s1], [p352:s1], [p489:s1], [p501:s0], [p556:s1], [p569:s0], [p639:s2], [p643:s2], [p684:s0], [p693:s3], [p729:s1], [p734:s1], 
mustard         : 1 : [p161:s2], 
muttered        : 4 : [p86:s0], [p266:s0], [p283:s0], [p395:s1], 
my              : 86 : [p8:s0], [p45:s1], [p45:s3], [p51:s0], [p63:s4], [p68:s3], [p81:s0], [p81:s2], [p86:s0], [p103:s1], [p107:s0], [p158:s0], [p168:s1], [p168:s1], [p177:s1], [p177:s1], [p182:s5], [p182:s6], [p194:s2], [p194:s3], [p194:s3], [p194:s4], [p194:s4], [p196:s1], [p198:s2], [p202:s0], [p202:s1], [p202:s2], [p252:s2], [p261:s0], [p285:s2], [p311:s0], [p313:s2], [p331:s1], [p333:s0], [p350:s1], [p360:s6], [p360:s7], [p360:s8], [p392:s0], [p392:s0], [p398:s0], [p407:s1], [p426:s0], [p428:s3], [p446:s0], [p453:s0], [p458:s4], [p459:s0], [p461:s0], [p486:s0], [p497:s6], [p513:s0], [p555:s0], [p587:s0], [p592:s0], [p599:s0], [p608:s3], [p608:s4], [p641:s0], [p653:s0], [p653:s5], [p653:s7], [p657:s0], [p660:s0], [p662:s0], [p666:s0], [p668:s0], [p674:s0], [p697:s0], [p703:s5], [p703:s5], [p716:s0], [p718:s7], [p724:s3], [p739:s0], [p741:s1], [p742:s2], [p744:s0], [p750:s0], [p752:s0], [p754:s2], [p758:s0], [p765:s1], [p768:s0], [p770:s2], 
myself          : 3 : [p45:s2], [p103:s2], [p591:s1], 
mysteries       : 1 : [p521:s4], 
mysterious      : 1 : [p534:s0], 
mystery         : 1 : [p532:s1], 
nails           : 1 : [p573:s1], 
naked           : 1 : [p287:s1], 
name            : 13 : [p44:s3], [p48:s0], [p68:s2], [p279:s7], [p382:s0], [p418:s1], [p419:s0], [p421:s2], [p456:s1], [p463:s4], [p680:s1], [p686:s0], [p741:s1], 
named           : 1 : [p272:s0], 
nameless        : 1 : [p404:s1], 
names           : 1 : [p48:s3], 
narrow          : 2 : [p182:s6], [p572:s1], 
narrowest       : 1 : [p53:s3], 
natural         : 1 : [p585:s0], 
nature          : 6 : [p53:s4], [p280:s0], [p350:s0], [p421:s0], [p497:s7], [p695:s0], 
nay             : 1 : [p77:s0], 
near            : 7 : [p276:s2], [p360:s1], [p466:s3], [p515:s2], [p532:s1], [p643:s2], [p764:s1], 
nearer          : 3 : [p214:s1], [p682:s0], [p769:s0], 
nearly          : 4 : [p198:s2], [p403:s2], [p422:s2], [p573:s3], 
necessaries     : 1 : [p92:s2], 
necessary       : 2 : [p54:s2], [p497:s14], 
necessity       : 1 : [p155:s0], 
neck            : 4 : [p242:s1], [p289:s0], [p361:s2], [p497:s14], 
need            : 2 : [p220:s4], [p650:s0], 
needle          : 2 : [p498:s3], [p621:s0], 
needs           : 1 : [p411:s0], 
negative        : 1 : [p505:s2], 
neglected       : 2 : [p273:s1], [p686:s0], 
negus           : 1 : [p316:s0], 
neighbouring    : 2 : [p53:s2], [p223:s1], 
neighbours      : 1 : [p466:s3], 
neither         : 1 : [p534:s1], 
nephew          : 32 : [p55:s3], [p57:s0], [p58:s1], [p60:s0], [p62:s1], [p64:s1], [p65:s0], [p66:s1], [p68:s0], [p70:s1], [p73:s1], [p85:s0], [p87:s0], [p300:s1], [p476:s1], [p477:s1], [p478:s0], [p479:s1], [p481:s1], [p484:s0], [p486:s1], [p488:s1], [p490:s1], [p493:s0], [p494:s0], [p497:s6], [p498:s2], [p501:s0], [p501:s2], [p508:s1], [p509:s1], [p656:s2], 
nephews         : 2 : [p476:s1], [p748:s2], 
nervous         : 3 : [p379:s3], [p440:s7], [p755:s1], 
never           : 39 : [p48:s0], [p50:s5], [p68:s3], [p77:s0], [p81:s1], [p144:s0], [p182:s5], [p182:s6], [p196:s1], [p292:s7], [p348:s2], [p350:s2], [p360:s5], [p360:s8], [p360:s9], [p383:s4], [p390:s0], [p391:s0], [p392:s0], [p419:s0], [p428:s1], [p440:s0], [p450:s0], [p482:s2], [p492:s1], [p496:s1], [p497:s1], [p501:s1], [p511:s2], [p550:s2], [p558:s0], [p558:s0], [p572:s0], [p667:s0], [p669:s0], [p711:s5], [p730:s4], [p733:s1], [p748:s1], 
nevertheless    : 1 : [p508:s2], 
new             : 9 : [p48:s3], [p83:s0], [p315:s10], [p379:s2], [p462:s3], [p500:s0], [p508:s0], [p681:s2], [p707:s5], 
newborn         : 1 : [p570:s1], 
news            : 1 : [p623:s0], 
newspapers      : 1 : [p123:s0], 
next            : 14 : [p109:s6], [p121:s3], [p211:s0], [p211:s1], [p315:s8], [p319:s6], [p359:s0], [p442:s5], [p442:s5], [p589:s1], [p590:s1], [p630:s1], [p720:s0], [p761:s0], 
nice            : 1 : [p750:s2], 
nick            : 1 : [p379:s1], 
niece           : 10 : [p479:s1], [p482:s1], [p485:s0], [p487:s0], [p489:s0], [p492:s0], [p496:s2], [p498:s0], [p757:s0], [p760:s4], 
nieces          : 3 : [p487:s1], [p491:s0], [p491:s1], 
night           : 28 : [p47:s3], [p89:s2], [p124:s1], [p134:s0], [p191:s0], [p211:s0], [p211:s1], [p215:s1], [p219:s1], [p226:s0], [p227:s2], [p255:s0], [p285:s2], [p292:s5], [p314:s3], [p397:s1], [p400:s1], [p427:s0], [p468:s1], [p511:s0], [p511:s0], [p511:s2], [p533:s1], [p543:s3], [p549:s0], [p577:s1], [p631:s0], [p718:s3], 
nightcap        : 2 : [p133:s1], [p259:s0], 
nine            : 2 : [p762:s1], [p763:s1], 
nineand         : 1 : [p312:s1], 
nipped          : 2 : [p49:s4], [p110:s2], 
no              : 116 : [p8:s1], [p44:s1], [p47:s1], [p49:s3], [p50:s1], [p50:s1], [p50:s2], [p50:s2], [p50:s2], [p51:s2], [p51:s2], [p51:s2], [p51:s3], [p61:s0], [p90:s0], [p93:s0], [p119:s0], [p122:s1], [p144:s0], [p145:s0], [p147:s1], [p187:s1], [p187:s1], [p192:s3], [p196:s2], [p202:s0], [p211:s2], [p214:s1], [p227:s2], [p227:s4], [p230:s1], [p243:s1], [p250:s0], [p271:s1], [p277:s0], [p287:s1], [p311:s2], [p315:s13], [p316:s6], [p331:s0], [p331:s0], [p336:s2], [p348:s1], [p350:s3], [p356:s1], [p358:s0], [p358:s2], [p358:s4], [p360:s3], [p360:s5], [p360:s5], [p372:s2], [p373:s0], [p379:s0], [p380:s0], [p381:s0], [p383:s1], [p387:s3], [p387:s5], [p429:s0], [p429:s0], [p452:s0], [p452:s0], [p452:s1], [p462:s4], [p463:s1], [p467:s0], [p483:s1], [p486:s2], [p487:s0], [p491:s0], [p494:s0], [p497:s5], [p497:s13], [p497:s15], [p498:s3], [p501:s0], [p501:s0], [p521:s4], [p521:s4], [p521:s4], [p524:s2], [p526:s0], [p527:s0], [p527:s2], [p534:s1], [p542:s0], [p547:s0], [p567:s0], [p567:s1], [p570:s0], [p574:s1], [p576:s6], [p580:s2], [p582:s0], [p584:s0], [p587:s5], [p588:s2], [p611:s3], [p613:s0], [p627:s0], [p649:s0], [p649:s0], [p669:s0], [p673:s0], [p677:s0], [p691:s0], [p691:s1], [p691:s1], [p713:s1], [p713:s1], [p728:s0], [p728:s0], [p762:s2], [p762:s4], [p773:s0], 
noble           : 1 : [p479:s0], 
nobler          : 1 : [p340:s2], 
nobody          : 9 : [p51:s0], [p123:s3], [p132:s2], [p132:s2], [p132:s3], [p132:s3], [p132:s3], [p443:s5], [p460:s3], 
noise           : 5 : [p137:s2], [p138:s0], [p169:s0], [p227:s2], [p360:s2], 
noises          : 1 : [p215:s0], 
noisily         : 1 : [p445:s0], 
noisy           : 1 : [p637:s2], 
none            : 4 : [p182:s0], [p217:s1], [p453:s0], [p666:s1], 
noon            : 1 : [p226:s1], 
nor             : 10 : [p145:s0], [p162:s0], [p182:s2], [p241:s1], [p275:s3], [p403:s4], [p534:s1], [p569:s2], [p587:s3], [p603:s3], 
norfolk         : 1 : [p402:s4], 
nose            : 7 : [p49:s4], [p110:s2], [p110:s3], [p403:s3], [p552:s1], [p556:s0], [p736:s1], 
